"","Season","LocationID","TaxonCode","ScientificName","CommonName","SpTot","SpCPUE","Length","Length_SD","Length_SE","Length_CI","Weights","CompAbu","CompBio"
"255",2006,"BUFFRMFISHBT22","chrery","Chrosomus erythrogaster","Southern redbelly dace",2,0.0458891013384321,56,1.4142135623731,1,1.95996398454005,1.5,0.416666666666667,0.0864105075177142
"256",2006,"BUFFRMFISHBT22","cotcar","Cottus carolinae","Banded sculpin",156,3.57934990439771,74.6,37.5505176969685,6.85575519620886,13.4370332713927,7.66666666666667,32.5,34.448988997062
"257",2006,"BUFFRMFISHBT22","cotimm","Cottus immaculatus","Knobfin Sculpin",87,1.9961759082218,71.1333333333333,11.6492809703619,2.12685798872763,4.16856505813746,5.43333333333333,18.125,13.6154156345412
"258",2006,"BUFFRMFISHBT22","ethble","Etheostoma blennioides","Greenside darter",6,0.137667304015296,74.1666666666667,5.63619256827396,2.30096598072298,4.50981045186892,3.66666666666667,1.25,0.633677055129904
"259",2006,"BUFFRMFISHBT22","ethcae","Etheostoma caeruleum","Rainbow darter",26,0.596558317399618,50.1153846153846,4.95844268356042,0.972430615404075,1.90592898365611,1.42307692307692,5.41666666666667,1.06572959271847
"260",2006,"BUFFRMFISHBT22","funcat","Fundulus catenatus","Northern studfish",13,0.298279158699809,66.3846153846154,10.5951125645937,2.93855550930424,5.75946296480807,3.07692307692308,2.70833333333333,1.15214010023619
"261",2006,"BUFFRMFISHBT22","funoli","Fundulus olivaceus","Blackspotted topminnow",2,0.0458891013384321,39.5,2.12132034355964,1.5,2.93994597681008,1,0.416666666666667,0.0576070050118094
"262",2006,"BUFFRMFISHBT22","gamaff","Gambusia affinis","Western Mosquitofish",1,0.0229445506692161,36,NA,NA,NA,1,0.208333333333333,0.0288035025059047
"263",2006,"BUFFRMFISHBT22","ichamm","Ichthyomyzon spp.","Ichthyomyzon ammocoete",7,0.160611854684512,116.714285714286,25.753409390566,9.73387380849618,19.0780420947102,3.14285714285714,1.45833333333333,0.633677055129904
"264",2006,"BUFFRMFISHBT22","ichcas","Ichthyomyzon castaneus","Chestnut lamprey",1,0.0229445506692161,184,NA,NA,NA,10,0.208333333333333,0.288035025059047
"265",2006,"BUFFRMFISHBT22","lepcya","Lepomis cyanellus","Green sunfish",2,0.0458891013384321,57.5,10.6066017177982,7.5,14.6997298840504,3.5,0.416666666666667,0.201624517541333
"266",2006,"BUFFRMFISHBT22","lepmeg","Lepomis megalotis","Longear sunfish",51,1.17017208413002,75.6,18.3934021154138,3.35816041595847,6.58187346958664,9.2,10.625,13.5146033757705
"267",2006,"BUFFRMFISHBT22","luxpil","Luxilus pilsbryi","Duskystripe shiner",83,1.90439770554493,89.4,17.3753690112142,3.17229385080608,6.2175816959578,6.3,17.2916666666667,15.0613514603376
"268",2006,"BUFFRMFISHBT22","notexi","Noturus exilis","Slender madtom",1,0.0229445506692161,55,NA,NA,NA,1,0.208333333333333,0.0288035025059047
"269",2006,"BUFFRMFISHBT22","notnub","Notropis nubilus","Ozark minnow",28,0.64244741873805,64.8571428571429,8.04484783694364,1.52033333656491,2.97979858416284,2.03571428571429,5.83333333333333,1.64179964283657
"270",2006,"BUFFRMFISHBT22","oncmyk","Oncorhynchus mykiss","Rainbow trout",2,0.0458891013384321,291,5.65685424949238,4,7.83985593816022,195,0.416666666666667,11.2333659773028
"271",2006,"BUFFRMFISHBT24","cotcar","Cottus carolinae","Banded sculpin",42,1.18088097469541,78.4333333333333,34.4220091314217,6.28457029197616,12.3175314305836,10.6666666666667,11.864406779661,32.2462440454379
"272",2006,"BUFFRMFISHBT24","cotimm","Cottus immaculatus","Knobfin Sculpin",264,7.42268041237113,56.4666666666667,12.0135938328882,2.1933721129926,4.29893034616002,2.76666666666667,74.5762711864407,52.5728943097943
"273",2006,"BUFFRMFISHBT24","ethble","Etheostoma blennioides","Greenside darter",8,0.224929709465792,73.25,5.87367006223537,2.07665596572952,4.0701709011101,3.75,2.25988700564972,2.15934669947129
"274",2006,"BUFFRMFISHBT24","ethcae","Etheostoma caeruleum","Rainbow darter",16,0.449859418931584,47,3.61478445646026,0.903696114115064,1.77121183663432,1,4.51977401129944,1.15165157305135
"275",2006,"BUFFRMFISHBT24","ethspe","Etheostoma spectabile","Orangethroat darter",1,0.028116213683224,55,NA,NA,NA,2,0.282485875706215,0.143956446631419
"276",2006,"BUFFRMFISHBT24","gamaff","Gambusia affinis","Western Mosquitofish",1,0.028116213683224,39,NA,NA,NA,1,0.282485875706215,0.0719782233157096
"277",2006,"BUFFRMFISHBT24","ichamm","Ichthyomyzon spp.","Ichthyomyzon ammocoete",12,0.337394564198688,102.666666666667,19.1422110119036,5.52588034030357,10.8305264498729,1.90909090909091,3.38983050847458,1.64895566141444
"278",2006,"BUFFRMFISHBT24","lepmeg","Lepomis megalotis","Longear sunfish",10,0.28116213683224,87.8,16.1093485625928,5.09422330793528,9.98449421275765,13.9,2.82485875706215,10.0049730408836
"279",2006,"BUFFRMFISHBT30","ambcon","Ambloplites constellatus","Ozark bass",2,0.0369230769230769,97,2.82842712474619,2,3.91992796908011,13.5,0.470588235294118,1.06258772907948
"280",2006,"BUFFRMFISHBT30","amenat","Ameiurus natalis","Yellow bullhead",5,0.0923076923076923,121.6,37.2867268609086,16.6751311838918,32.6826565579086,31.6,1.17647058823529,6.21810597016883
"281",2006,"BUFFRMFISHBT30","camspp","Campostoma spp.","Stoneroller spp.",41,0.756923076923077,66.8,13.1814917265813,2.4066001200721,4.71684956053108,3.63333333333333,9.64705882352941,5.86259822377311
"282",2006,"BUFFRMFISHBT30","cotcar","Cottus carolinae","Banded sculpin",39,0.72,72.1,25.9526757639813,4.73828864785007,9.28687509814112,8.03333333333333,9.17647058823529,12.3299531674297
"283",2006,"BUFFRMFISHBT30","cypgal","Cyprinella galactura","Whitetail shiner",1,0.0184615384615385,47,NA,NA,NA,1,0.235294117647059,0.0393551010770179
"284",2006,"BUFFRMFISHBT30","ethaut","Etheostoma autmnale","Autumn darter",4,0.0738461538461539,66.25,3.09569593683445,1.54784796841723,3.03372627164125,3,0.941176470588235,0.472261212924215
"285",2006,"BUFFRMFISHBT30","ethble","Etheostoma blennioides","Greenside darter",7,0.129230769230769,83.5714285714286,21.0780861153406,7.96676771062782,15.6145777860271,6.71428571428571,1.64705882352941,1.84968975061984
"286",2006,"BUFFRMFISHBT30","ethcae","Etheostoma caeruleum","Rainbow darter",42,0.775384615384615,45.3,5.09326803833696,0.92989926533908,1.82256906931485,1.23333333333333,9.88235294117647,2.03859423578953
"287",2006,"BUFFRMFISHBT30","ethjul","Etheostoma juliae","Yoke darter",1,0.0184615384615385,53,NA,NA,NA,1,0.235294117647059,0.0393551010770179
"288",2006,"BUFFRMFISHBT30","ethspe","Etheostoma spectabile","Orangethroat darter",2,0.0369230769230769,45,4.24264068711928,3,5.87989195362016,1,0.470588235294118,0.0787102021540359
"289",2006,"BUFFRMFISHBT30","funcat","Fundulus catenatus","Northern studfish",5,0.0923076923076923,65.4,20.9833267143225,9.38402898546248,18.3923588413864,3.2,1.17647058823529,0.629681617232287
"290",2006,"BUFFRMFISHBT30","funoli","Fundulus olivaceus","Blackspotted topminnow",24,0.443076923076923,61.7083333333333,10.5767553447732,2.15897114407909,4.23150568605626,2.25,5.64705882352941,2.12517545815897
"291",2006,"BUFFRMFISHBT30","gamaff","Gambusia affinis","Western Mosquitofish",6,0.110769230769231,38.8333333333333,3.54494945897211,1.44721955640616,2.83649820827811,0.666666666666667,1.41176470588235,0.157420404308072
"292",2006,"BUFFRMFISHBT30","ichamm","Ichthyomyzon spp.","Ichthyomyzon ammocoete",6,0.110769230769231,117.833333333333,13.437509689919,5.48584035900102,10.7520495285783,2.66666666666667,1.41176470588235,0.629681617232287
"293",2006,"BUFFRMFISHBT30","lepcya","Lepomis cyanellus","Green sunfish",19,0.350769230769231,75.8947368421053,28.376231714514,6.50995402326634,12.7592754266136,10.6842105263158,4.47058823529412,7.98908551863464
"294",2006,"BUFFRMFISHBT30","lepmeg","Lepomis megalotis","Longear sunfish",101,1.86461538461538,80.5333333333333,21.193254185908,3.86934112818753,7.58376925514713,10.9,23.7647058823529,43.326030775689
"295",2006,"BUFFRMFISHBT30","luxchr","Luxilus chrysocephalus","Striped shiner",4,0.0738461538461539,57.5,6.85565460040104,3.42782730020052,6.71841805361619,1.75,0.941176470588235,0.275485707539125
"296",2006,"BUFFRMFISHBT30","luxpil","Luxilus pilsbryi","Duskystripe shiner",22,0.406153846153846,68.0909090909091,11.3049045020675,2.41021373817255,4.72393212186186,2.54545454545455,5.17647058823529,2.203885660313
"297",2006,"BUFFRMFISHBT30","moxduq","Moxostoma duquesnei","Black redhorse",1,0.0184615384615385,124,NA,NA,NA,17,0.235294117647059,0.669036718309305
"298",2006,"BUFFRMFISHBT30","nocbig","Nocomis biguttatus","Hornyhead chub",6,0.110769230769231,102.666666666667,38.4065966556094,15.6794274271877,30.7311130554973,16.5,1.41176470588235,3.89615500662478
"299",2006,"BUFFRMFISHBT30","notexi","Noturus exilis","Slender madtom",13,0.24,79.4615384615385,16.7063629824856,4.63351141229732,9.08151549005808,7.23076923076923,3.05882352941176,3.69937950123969
"300",2006,"BUFFRMFISHBT30","notflv","Noturus flavater","Checkered madtom",2,0.0369230769230769,75.5,6.36396103067893,4.5,8.81983793043024,8,0.470588235294118,0.629681617232287
"301",2006,"BUFFRMFISHBT30","notnub","Notropis nubilus","Ozark minnow",65,1.2,57.1,9.32682449563697,1.70283738871737,3.33749995341428,1.4,15.2941176470588,3.58131419800863
"302",2006,"BUFFRMFISHBT30","pimnot","Pimephales notatus","Bluntnose minnow",7,0.129230769230769,44.5714285714286,5.47287684425485,2.06855301228319,4.05428940418689,0.714285714285714,1.64705882352941,0.19677550538509
"303",2006,"BUFFRMFISHBT31","amenat","Ameiurus natalis","Yellow bullhead",10,0.207756232686981,82.4,20.9719389237672,6.63190939490447,12.9983035627456,8.7,2.23713646532438,4.68859467907378
"304",2006,"BUFFRMFISHBT31","camspp","Campostoma spp.","Stoneroller spp.",52,1.0803324099723,72.2,15.694057737751,2.86532981391824,5.61594323910861,4.2,11.6331096196868,11.7699894012611
"305",2006,"BUFFRMFISHBT31","cotcar","Cottus carolinae","Banded sculpin",16,0.332409972299169,66.4375,24.6223983397231,6.15559958493078,12.064753489714,5.875,3.57941834451902,5.0658379291142
"306",2006,"BUFFRMFISHBT31","cypgal","Cyprinella galactura","Whitetail shiner",1,0.0207756232686981,41,NA,NA,NA,NA,0.223713646532438,NA
"307",2006,"BUFFRMFISHBT31","ethble","Etheostoma blennioides","Greenside darter",3,0.0623268698060942,109,NA,NA,NA,76,0.671140939597315,12.2873515727451
"308",2006,"BUFFRMFISHBT31","ethcae","Etheostoma caeruleum","Rainbow darter",57,1.18421052631579,45.3666666666667,4.97915193813048,0.90906461125321,1.7817338976762,NA,12.751677852349,NA
"309",2006,"BUFFRMFISHBT31","ethspe","Etheostoma spectabile","Orangethroat darter",6,0.124653739612188,43.8333333333333,3.54494945897211,1.44721955640616,2.83649820827811,0.833333333333333,1.34228187919463,0.269459464314585
"310",2006,"BUFFRMFISHBT31","funcat","Fundulus catenatus","Northern studfish",23,0.477839335180055,67.5652173913043,17.5908707907785,3.6679501156929,7.18905012384761,3.21739130434783,5.14541387024608,3.98800007185586
"311",2006,"BUFFRMFISHBT31","funoli","Fundulus olivaceus","Blackspotted topminnow",9,0.186980609418283,67.2222222222222,16.6641664791385,5.55472215971285,10.8870553771637,2.88888888888889,2.01342281879195,1.40118921443584
"312",2006,"BUFFRMFISHBT31","gamaff","Gambusia affinis","Western Mosquitofish",15,0.311634349030471,39.2,5.2263070818969,1.34942668602351,2.64482770438331,0.666666666666667,3.35570469798658,0.53891892862917
"313",2006,"BUFFRMFISHBT31","ichamm","Ichthyomyzon spp.","Ichthyomyzon ammocoete",12,0.249307479224377,124.666666666667,11.7421798606046,3.38967535169653,6.64364160860834,3.33333333333333,2.68456375838926,2.15567571451668
"314",2006,"BUFFRMFISHBT31","lepcya","Lepomis cyanellus","Green sunfish",20,0.415512465373961,72.55,21.0849784393884,4.71474450945899,9.24072943484758,8.05,4.47427293064877,8.67659475092963
"315",2006,"BUFFRMFISHBT31","lepmeg","Lepomis megalotis","Longear sunfish",105,2.1814404432133,61.0322580645161,24.7244600493354,4.44064411460982,8.703502532795,6.1,23.489932885906,34.5177573786983
"316",2006,"BUFFRMFISHBT31","luxchr","Luxilus chrysocephalus","Striped shiner",1,0.0207756232686981,105,NA,NA,NA,11,0.223713646532438,0.592810821492087
"317",2006,"BUFFRMFISHBT31","luxpil","Luxilus pilsbryi","Duskystripe shiner",41,0.85180055401662,63.0333333333333,8.80236384134411,1.60708441175733,3.14982756716011,NA,9.17225950782998,NA
"318",2006,"BUFFRMFISHBT31","luxspp","Luxilus spp.","Luxilus spp.",1,0.0207756232686981,32,NA,NA,NA,NA,0.223713646532438,NA
"319",2006,"BUFFRMFISHBT31","moxduq","Moxostoma duquesnei","Black redhorse",1,0.0207756232686981,96,NA,NA,NA,9,0.223713646532438,0.485027035766253
"320",2006,"BUFFRMFISHBT31","nocbig","Nocomis biguttatus","Hornyhead chub",7,0.145429362880886,119.285714285714,34.0231013955434,12.8595235891061,25.2042030929912,19,1.56599552572707,7.16762175076796
"321",2006,"BUFFRMFISHBT31","notexi","Noturus exilis","Slender madtom",5,0.10387811634349,79.6,16.2726764854464,7.2773621594641,14.2633677350043,5.2,1.11856823266219,1.40118921443584
"322",2006,"BUFFRMFISHBT31","notflv","Noturus flavater","Checkered madtom",4,0.0831024930747922,83.75,8.5,4.25,8.32984693429523,7.75,0.894854586129754,1.67064867875043
"323",2006,"BUFFRMFISHBT31","notnub","Notropis nubilus","Ozark minnow",38,0.789473684210526,52.9,10.2194878068562,1.86581466598805,3.6569295471632,1.16666666666667,8.50111856823266,2.38920725025599
"324",2006,"BUFFRMFISHBT31","pimnot","Pimephales notatus","Bluntnose minnow",20,0.415512465373961,46.6,3.63318042491699,0.812403840463596,1.59228226821067,0.866666666666667,4.47427293064877,0.934126142957228
"325",2007,"BUFFRMFISHBM01","ambcon","Ambloplites constellatus","Ozark bass",2,0.014058106841612,113,4.24264068711928,3,5.87989195362016,25,0.17286084701815,0.730492459752474
"326",2007,"BUFFRMFISHBM01","amenat","Ameiurus natalis","Yellow bullhead",2,0.014058106841612,173,7.07106781186548,5,9.79981992270027,91.5,0.17286084701815,2.67360240269406
"327",2007,"BUFFRMFISHBM01","camspp","Campostoma spp.","Stoneroller spp.",293,2.05951265229616,65.8666666666667,15.0784919517911,2.7529433917187,5.39566989924619,3.43333333333333,25.324114088159,14.6970212952466
"328",2007,"BUFFRMFISHBM01","chrery","Chrosomus erythrogaster","Southern redbelly dace",28,0.196813495782568,61.8214285714286,9.91838387159615,1.87439836656553,3.67375329114914,2.67857142857143,2.42005185825411,1.09573868962871
"329",2007,"BUFFRMFISHBM01","cotcar","Cottus carolinae","Banded sculpin",136,0.955951265229616,83.2333333333333,8.37765226488092,1.52954304146984,2.99784927408474,7.66666666666667,11.7545375972342,15.2332027607049
"330",2007,"BUFFRMFISHBM01","cypgal","Cyprinella galactura","Whitetail shiner",1,0.007029053420806,85,NA,NA,NA,6,0.0864304235090752,0.0876590951702969
"331",2007,"BUFFRMFISHBM01","ethaut","Etheostoma autmnale","Autumn darter",48,0.337394564198688,68.6875,11.5379807592143,2.03964610901009,3.99763291486703,3.90625,4.14866032843561,2.73934672407178
"332",2007,"BUFFRMFISHBM01","ethble","Etheostoma blennioides","Greenside darter",5,0.03514526710403,84,8.09320702811932,3.61939221417077,7.09387838569939,6.4,0.432152117545376,0.467515174241584
"333",2007,"BUFFRMFISHBM01","ethcae","Etheostoma caeruleum","Rainbow darter",284,1.9962511715089,55.7,6.35799794990801,1.16080629924541,2.27513853954822,2.3,24.5462402765774,9.54315349420632
"334",2007,"BUFFRMFISHBM01","ethspe","Etheostoma spectabile","Orangethroat darter",58,0.407685098406748,52.2,5.86867781619888,1.07146907422076,2.10004079602117,1.76666666666667,5.01296456352636,1.4970225475194
"335",2007,"BUFFRMFISHBM01","funcat","Fundulus catenatus","Northern studfish",1,0.007029053420806,67,NA,NA,NA,3,0.0864304235090752,0.0438295475851485
"336",2007,"BUFFRMFISHBM01","hypamb","Hybopsis amblops","Bigeye chub",1,0.007029053420806,77,NA,NA,NA,4,0.0864304235090752,0.058439396780198
"337",2007,"BUFFRMFISHBM01","hypnig","Hypentelium nigricans","Northern hog sucker",5,0.03514526710403,237.4,120.142831662984,53.7295077215491,105.307900041303,244.4,0.432152117545376,17.8532357163505
"338",2007,"BUFFRMFISHBM01","ichamm","Ichthyomyzon spp.","Ichthyomyzon ammocoete",44,0.309278350515464,115.966666666667,20.2134870190985,3.69046093539937,7.23317051973477,3.06666666666667,3.80293863439931,1.97135565138534
"339",2007,"BUFFRMFISHBM01","lepcya","Lepomis cyanellus","Green sunfish",23,0.161668228678538,89.6086956521739,21.9684466501695,4.5807377810042,8.97808107339016,16.3913043478261,1.98789974070873,5.50791314653366
"340",2007,"BUFFRMFISHBM01","lepmeg","Lepomis megalotis","Longear sunfish",26,0.182755388940956,75.9615384615385,26.8096710449506,5.25780906966179,10.3051164141252,13.2692307692308,2.24719101123596,5.04039797229207
"341",2007,"BUFFRMFISHBM01","luxchr","Luxilus chrysocephalus","Striped shiner",6,0.042174320524836,86.3333333333333,30.3688436833981,12.3980285171115,24.2996893728392,8.83333333333333,0.518582541054451,0.774322007337623
"342",2007,"BUFFRMFISHBM01","luxpil","Luxilus pilsbryi","Duskystripe shiner",23,0.161668228678538,92.5652173913043,16.1183861332797,3.36091584012649,6.58727400171809,8.69565217391304,1.98789974070873,2.9219698390099
"343",2007,"BUFFRMFISHBM01","moxduq","Moxostoma duquesnei","Black redhorse",1,0.007029053420806,374,NA,NA,NA,522,0.0864304235090752,7.62634127981583
"344",2007,"BUFFRMFISHBM01","notboo","Notropis boops","Bigeye shiner",60,0.42174320524836,63.2,7.32361209497384,1.23791638440967,2.426271529315,2.62857142857143,5.18582541054451,2.30418193019066
"345",2007,"BUFFRMFISHBM01","notexi","Noturus exilis","Slender madtom",38,0.267104029990628,92.6875,17.3919475249231,3.07449100822842,6.02589164691995,8.875,3.28435609334486,4.92717164103044
"346",2007,"BUFFRMFISHBM01","notnub","Notropis nubilus","Ozark minnow",68,0.477975632614808,57.9545454545455,5.56756998140441,1.18700990839541,2.3264966697472,2,5.87726879861711,1.98693949052673
"347",2007,"BUFFRMFISHBM01","pimnot","Pimephales notatus","Bluntnose minnow",4,0.028116213683224,70.75,1.70782512765993,0.853912563829966,1.67363787105299,3.75,0.345721694036301,0.219147737925742
"348",2007,"BUFFRMFISHBM02","ambcon","Ambloplites constellatus","Ozark bass",23,0.188087774294671,155.130434782609,39.2037850072322,8.17455425960255,16.0218319384895,83.7826086956522,4.47470817120623,11.0623962584203
"349",2007,"BUFFRMFISHBM02","camspp","Campostoma spp.","Stoneroller spp.",71,0.580618781518332,41.3023255813954,32.1021693998581,4.89553493805345,9.59507216364229,2.6046511627907,13.8132295719844,1.06163545029578
"350",2007,"BUFFRMFISHBM02","cotcar","Cottus carolinae","Banded sculpin",13,0.106310481123075,39.7692307692308,5.93231048515734,1.64532689509288,3.22478145717716,0.833333333333333,2.52918287937743,0.0621912953465941
"351",2007,"BUFFRMFISHBM02","cypgal","Cyprinella galactura","Whitetail shiner",9,0.0735995638544364,90.1111111111111,31.0501386649257,10.3500462216419,20.285717832743,9.11111111111111,1.75097276264591,0.470740266315758
"352",2007,"BUFFRMFISHBM02","cypgre","Notropis greenei","Wedgespot shiner",1,0.0081777293171596,63,NA,NA,NA,3,0.194552529182879,0.0172222048652107
"353",2007,"BUFFRMFISHBM02","ethaut","Etheostoma autmnale","Autumn darter",1,0.0081777293171596,68,NA,NA,NA,3,0.194552529182879,0.0172222048652107
"354",2007,"BUFFRMFISHBM02","ethble","Etheostoma blennioides","Greenside darter",4,0.0327109172686384,82.75,13.2256064763272,6.61280323816358,12.9608561836505,6.5,0.778210116731518,0.149259108831826
"355",2007,"BUFFRMFISHBM02","ethcae","Etheostoma caeruleum","Rainbow darter",16,0.130843669074554,41.6875,3.82480936344109,0.956202340860273,1.87412215001903,1,3.11284046692607,0.0918517592811236
"356",2007,"BUFFRMFISHBM02","etheux","Etheostoma euzonum","Arkansas saddled darter",2,0.0163554586343192,78.5,2.12132034355964,1.5,2.93994597681008,5.5,0.389105058365759,0.0631480845057725
"357",2007,"BUFFRMFISHBM02","ethzon","Etheostoma zonale","Banded darter",2,0.0163554586343192,42,0,0,0,1,0.389105058365759,0.0114814699101404
"358",2007,"BUFFRMFISHBM02","funcat","Fundulus catenatus","Northern studfish",3,0.0245331879514788,76,11.5325625946708,6.65832811847939,13.05008330947,5,0.583657587548638,0.0861110243260533
"359",2007,"BUFFRMFISHBM02","funoli","Fundulus olivaceus","Blackspotted topminnow",3,0.0245331879514788,61.6666666666667,16.9213868619961,9.76956725983523,19.1479999738187,2.66666666666667,0.583657587548638,0.0459258796405618
"360",2007,"BUFFRMFISHBM02","hypamb","Hybopsis amblops","Bigeye chub",1,0.0081777293171596,66,NA,NA,NA,3,0.194552529182879,0.0172222048652107
"361",2007,"BUFFRMFISHBM02","hypnig","Hypentelium nigricans","Northern hog sucker",4,0.0327109172686384,304.5,55.7643852890594,27.8821926445297,54.6480933932858,375.75,0.778210116731518,8.62832463747054
"362",2007,"BUFFRMFISHBM02","ichamm","Ichthyomyzon spp.","Ichthyomyzon ammocoete",5,0.040888646585798,113,16.015617378047,7.16240183178799,14.0380496331082,3,0.972762645914397,0.0861110243260533
"363",2007,"BUFFRMFISHBM02","labsic","Labidesthes sicculus","Brook silverside",2,0.0163554586343192,90,0,0,0,4,0.389105058365759,0.0459258796405618
"364",2007,"BUFFRMFISHBM02","lepcya","Lepomis cyanellus","Green sunfish",36,0.294398255417746,98.4193548387097,33.3973793318661,5.99834640180259,11.7565429143285,27.4838709677419,7.00389105058366,5.67999427554561
"365",2007,"BUFFRMFISHBM02","lepmac","Lepomis macrochirus","Bluegill",1,0.0081777293171596,138,NA,NA,NA,47,0.194552529182879,0.2698145428883
"366",2007,"BUFFRMFISHBM02","lepmeg","Lepomis megalotis","Longear sunfish",141,1.1530598337195,70.3333333333333,23.5596577068592,4.3013853243824,8.43056031941864,10.0666666666667,27.431906614786,8.14839919522667
"367",2007,"BUFFRMFISHBM02","leposs","Lepisosteus osseus","Longnose gar",1,0.0081777293171596,750,NA,NA,NA,774,0.194552529182879,4.44332885522435
"368",2007,"BUFFRMFISHBM02","luxpil","Luxilus pilsbryi","Duskystripe shiner",24,0.19626550361183,94.125,15.6463983909619,3.19380769751337,6.259748060673,8.54166666666667,4.66926070038911,1.1768506657894
"369",2007,"BUFFRMFISHBM02","micdol","Micropterus dolomieu","Smallmouth bass",16,0.130843669074554,209.8125,106.370559053402,26.5926397633506,52.1206161900148,202.5,3.11284046692607,18.5999812544275
"370",2007,"BUFFRMFISHBM02","moxduq","Moxostoma duquesnei","Black redhorse",9,0.0735995638544364,302.888888888889,55.7750940036062,18.5916980012021,36.4390584938014,293.333333333333,1.75097276264591,15.1555402813854
"371",2007,"BUFFRMFISHBM02","moxery","Moxostoma erythrurum","Golden redhorse",7,0.0572441052201172,297.142857142857,76.1148881000044,28.7687235688745,56.3856620761825,337.142857142857,1.36186770428016,13.5481344939657
"372",2007,"BUFFRMFISHBM02","notboo","Notropis boops","Bigeye shiner",50,0.40888646585798,54.52,12.2827903497337,1.73704886963787,3.40455322387624,1.88,9.72762645914397,0.539629085776601
"373",2007,"BUFFRMFISHBM02","notnub","Notropis nubilus","Ozark minnow",21,0.171732315660352,56.5789473684211,7.09707130108128,1.62817982086927,3.19117380925864,1.89473684210526,4.08560311284047,0.228420822422794
"374",2007,"BUFFRMFISHBM02","notoza","Notropis ozarcanus","Ozark shiner",13,0.106310481123075,52.0769230769231,7.296820522912,2.02377388793978,3.96652393321457,1.15384615384615,2.52918287937743,0.0861110243260533
"375",2007,"BUFFRMFISHBM02","notper","Notropis percobromus","Carmine shiner",4,0.0327109172686384,59.5,2.08166599946613,1.04083299973307,2.0399951933976,1.75,0.778210116731518,0.0401851446854916
"376",2007,"BUFFRMFISHBM02","nottel","Notropis telescopus","Telescope shiner",1,0.0081777293171596,59,NA,NA,NA,3,0.194552529182879,0.0172222048652107
"377",2007,"BUFFRMFISHBM02","pimnot","Pimephales notatus","Bluntnose minnow",27,0.220798691563309,61.8518518518519,11.7004395173978,2.25175063500219,4.41335014676949,2.51851851851852,5.25291828793774,0.390369976944775
"378",2007,"BUFFRMFISHBM02","pyloli","Pylodictis olivaris","Flathead catfish",3,0.0245331879514788,367,48.4458460551573,27.9702222610642,54.8206282712664,566.666666666667,0.583657587548638,9.75924942361938
"379",2007,"BUFFRMFISHBM03","ambcon","Ambloplites constellatus","Ozark bass",34,0.165665096637973,136,42.1671550560059,7.69863400333081,15.0890453766838,62.7333333333333,1.99647680563711,5.93977360681179
"380",2007,"BUFFRMFISHBM03","amenat","Ameiurus natalis","Yellow bullhead",2,0.00974500568458665,149,42.4264068711929,30,58.7989195362016,109.5,0.117439812096301,0.609869234805799
"381",2007,"BUFFRMFISHBM03","camspp","Campostoma spp.","Stoneroller spp.",154,0.750365437713172,37.3488372093023,22.475260177455,3.42744504491522,6.71766884702409,1.23255813953488,9.04286553141515,0.5285921943809
"382",2007,"BUFFRMFISHBM03","cotcar","Cottus carolinae","Banded sculpin",21,0.10232255968816,51.8095238095238,3.4295633485773,0.748392078357224,1.46682151989524,1.9047619047619,1.23311802701116,0.11139164106042
"383",2007,"BUFFRMFISHBM03","cypgal","Cyprinella galactura","Whitetail shiner",21,0.10232255968816,82.8571428571429,22.5970921011658,4.93108976378482,9.66475834155236,6.31578947368421,1.23311802701116,0.36935123088455
"384",2007,"BUFFRMFISHBM03","cypgre","Notropis greenei","Wedgespot shiner",10,0.0487250284229332,67,6.83130051063973,2.16024689946929,4.23400612067412,2.9,0.587199060481503,0.0807589397688044
"385",2007,"BUFFRMFISHBM03","cypspp","Cyprinidae spp.","Non-carp minnow spp.",9,0.0438525255806399,26.4444444444444,5.3877432917482,1.79591443058273,3.51992760325792,NA,0.528479154433353,NA
"386",2007,"BUFFRMFISHBM03","erihar","Erimystax harryi","Ozark chub",7,0.0341075198960533,108.142857142857,19.5228803495503,7.37895518293998,14.4624864020975,9.14285714285714,0.411039342337052,0.178226625696672
"387",2007,"BUFFRMFISHBM03","ethaut","Etheostoma autmnale","Autumn darter",1,0.00487250284229333,80,NA,NA,NA,4,0.0587199060481503,0.011139164106042
"388",2007,"BUFFRMFISHBM03","ethble","Etheostoma blennioides","Greenside darter",17,0.0828325483189865,81.6470588235294,13.4672806111265,3.26629532055925,6.40182119116784,5.23529411764706,0.998238402818555,0.247846401359434
"389",2007,"BUFFRMFISHBM03","ethcae","Etheostoma caeruleum","Rainbow darter",93,0.453142764333279,51.6333333333333,4.41379759338852,0.805845502053636,1.57942816112872,1.5,5.46095126247798,0.388478348198214
"390",2007,"BUFFRMFISHBM03","etheux","Etheostoma euzonum","Arkansas saddled darter",1,0.00487250284229333,86,NA,NA,NA,6,0.0587199060481503,0.016708746159063
"391",2007,"BUFFRMFISHBM03","ethjul","Etheostoma juliae","Yoke darter",11,0.0535975312652266,46.9090909090909,6.64009857539096,2.00206504959502,3.92397539191264,1.45454545454545,0.645918966529654,0.044556656424168
"392",2007,"BUFFRMFISHBM03","ethzon","Etheostoma zonale","Banded darter",7,0.0341075198960533,51.1428571428571,3.28778402720188,1.24266555720951,2.43557973695904,1.14285714285714,0.411039342337052,0.022278328212084
