Season,LocationID,EventID,TransectNumber,SampleLocation,ChannelType,FilaAlgae,HydroMoss,Boulders,Artificial,SmallWoodDeb,LargeWoodDeb,TreesRoots,OverhangVeg,UndercutBank,Bluff,Comment,DETimeStamp
2007,BUFFRMFISHBM05,BUFFRMFish2007Jun20,11,L,main,0,0,0,0,0,1,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM05,BUFFRMFish2007Jun20,11,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM05,BUFFRMFish2007Jun20,11,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,1,L,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,1,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,1,R,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,2,L,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,2,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,2,R,main,0,0,0,0,1,0,0,0,0,1,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,3,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,3,R,main,0,0,0,0,1,0,1,0,0,1,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,4,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,4,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,4,R,main,0,0,0,0,1,0,0,0,0,1,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,5,L,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,5,R,main,0,0,0,0,1,0,1,0,0,1,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,6,L,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,6,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,6,R,main,0,0,0,0,1,0,0,1,0,1,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,7,L,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,7,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,7,R,main,1,0,0,0,1,1,1,0,0,1,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,8,L,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,8,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,8,R,main,1,0,0,0,1,0,1,1,0,1,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,9,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,9,R,main,0,0,0,0,1,0,0,1,0,1,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,10,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,10,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,10,R,main,0,0,0,0,0,0,0,0,0,1,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,11,L,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,11,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBM06,BUFFRMFish2007Jun04,11,R,main,0,0,0,0,0,0,0,0,0,1,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,1,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,1,M,main,0,0,0,0,0,0,0,0,0,0,moss,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,1,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,2,L,main,0,0,0,0,0,0,0,0,0,0,moss,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,2,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,2,R,main,0,1,0,0,1,0,1,1,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,3,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,3,M,main,0,1,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,3,R,main,0,1,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,4,L,main,0,1,0,0,1,0,0,0,0,0,moss,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,4,M,main,0,1,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,4,R,main,0,0,0,0,1,1,1,0,1,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,5,L,main,0,1,0,0,1,1,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,5,M,main,0,1,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,5,R,main,0,1,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,6,L,main,0,1,0,0,1,0,1,0,0,0,moss,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,6,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,6,R,main,0,0,0,0,1,1,1,0,1,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,7,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,7,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,8,L,main,0,0,1,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,8,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,8,R,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,9,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,9,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,10,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,10,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,10,R,main,0,0,0,0,1,1,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,11,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,11,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,11,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,1,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,1,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,1,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,2,L,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,2,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,2,R,main,0,0,0,0,1,0,1,0,1,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,3,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,3,R,main,0,0,0,0,1,0,1,0,1,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,4,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,4,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,4,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,5,L,main,0,0,0,0,1,0,0,0,1,1,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,5,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,6,L,main,0,0,0,0,1,0,1,0,1,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,6,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,6,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,7,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,7,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,8,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,8,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,8,R,main,0,0,0,0,1,0,1,1,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,9,L,main,0,0,0,0,1,0,1,0,1,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,9,R,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,10,L,main,0,0,0,0,1,0,1,1,1,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,10,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,10,R,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,11,L,main,0,0,0,0,1,0,1,1,1,1,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,11,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,11,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,1,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,1,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,1,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,2,L,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,2,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,2,R,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,3,L,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,3,R,main,0,0,0,0,1,0,0,0,0,1,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,4,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,4,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,4,R,main,0,0,0,0,1,0,0,0,1,1,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,5,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,5,R,main,0,0,0,0,1,0,0,0,0,1,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,6,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,6,M,main,1,0,0,0,0,0,0,0,0,0,center measured on right side of island. Island is 2.5 meters wide and gravel,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,6,R,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,7,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,7,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,8,L,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,8,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,8,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,9,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,9,R,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,10,L,main,1,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,10,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,10,R,main,0,0,0,0,1,0,0,0,0,1,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,11,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,11,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,11,R,main,0,0,0,0,1,1,0,0,1,1,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,1,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,1,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,1,R,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,2,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,2,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,2,R,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,3,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,3,R,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,4,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,4,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,4,R,main,0,0,0,0,1,0,1,0,0,1,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,5,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,5,R,main,0,0,0,0,1,0,1,0,0,1,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,6,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,6,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,6,R,main,0,0,0,0,0,0,0,0,0,1,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,7,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,7,R,main,0,0,1,0,1,0,0,1,0,1,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,8,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,8,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,8,R,main,0,0,1,0,0,0,0,0,1,1,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,9,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,9,R,main,0,0,1,0,1,0,0,0,1,1,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,10,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,10,M,main,0,0,0,0,0,0,0,0,0,0,3 meter gravel bar in middle. Center taken on right of bar,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,10,R,main,0,0,1,0,1,0,0,0,1,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,11,L,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,11,M,main,0,0,0,0,0,0,0,0,0,0,1 meter wide side channel not included (not shocked),12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,11,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,1,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,1,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,1,R,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,2,L,main,0,0,0,0,1,0,1,0,1,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,2,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,2,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,3,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,3,R,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,4,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,4,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,4,R,main,0,0,0,0,1,0,1,0,1,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,5,L,main,0,0,0,0,1,0,0,0,1,1,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,5,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,6,L,main,0,0,0,0,1,0,0,0,1,1,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,6,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,6,R,main,0,1,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,7,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,7,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,7,R,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,8,L,main,0,0,0,0,1,1,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,8,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,8,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,9,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,9,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,9,R,main,0,1,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,10,L,main,0,0,0,0,1,0,0,0,0,1,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,10,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,10,R,main,0,0,0,0,1,1,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,11,L,main,0,0,0,0,1,0,1,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,11,M,main,1,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,11,R,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,1,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,1,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,1,R,main,0,1,0,0,1,0,1,1,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,2,L,main,0,1,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,2,M,main,0,1,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,2,R,main,0,1,1,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,3,L,main,0,0,0,0,1,0,0,1,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,3,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,3,R,main,0,0,0,0,1,0,1,1,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,4,L,main,0,1,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,4,M,main,0,1,0,0,0,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,4,R,main,0,1,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,5,L,main,0,0,0,0,1,0,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,5,M,main,0,0,0,0,0,0,0,0,0,0,,12/3/2018
