Season,LocationID,EventID,ChannelType,TransectNumber,SampleLocation,BankAngle,BankVegCover,BankHeight,BankSubstrate,LargeTrees,SmTreesShrubs,GrassForbes,BareRockSediment,Artificial,Comment,DETimeStamp
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,3,R,3,2,5,5,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,4,L,3,2,2,5,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,4,R,2,2,3,5,0,1,1,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,5,L,3,2,2,5,0,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,5,R,3,2,3,5,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,6,L,2,2,1,5,0,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,6,R,3,2,2,5,0,1,1,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,7,L,3,2,5,5,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,7,R,3,2,5,5,0,1,1,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,8,L,2,2,3,5,0,1,1,1,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,8,R,3,1,2,2,0,1,1,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,9,L,3,2,3,5,0,1,1,1,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,9,R,2,2,4,5,0,1,1,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,10,L,2,2,1,5,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,10,R,3,2,4,5,0,1,1,1,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,11,L,1,2,1,10,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT16,BUFFRMFish2008May27,main,11,R,1,2,1,8,1,0,1,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,1,L,2,2,5,1,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,1,R,3,3,2,5,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,2,L,2,3,5,1,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,2,R,3,2,1,8,1,0,0,0,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,3,L,2,3,5,1,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,3,R,3,2,1,8,1,0,0,0,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,4,L,2,2,5,1,1,0,1,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,4,R,1,1,1,8,1,1,1,0,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,5,L,3,2,5,1,1,0,1,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,5,R,1,1,1,8,1,1,1,0,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,6,L,2,2,5,5,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,6,R,1,1,1,8,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,7,L,3,3,2,5,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,7,R,1,1,1,8,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,8,L,3,3,2,5,1,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,8,R,3,3,1,5,0,1,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,9,L,3,2,2,5,1,0,0,0,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,9,R,3,3,1,5,0,1,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,10,L,3,3,2,5,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,10,R,3,3,3,5,1,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,11,L,3,3,3,8,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT19,BUFFRMFish2008May19,main,11,R,1,3,1,2,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,1,L,3,2,5,8,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,1,R,3,2,5,8,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,2,L,3,3,5,8,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,2,R,3,2,5,8,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,3,L,3,2,5,8,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,3,R,3,2,5,8,1,0,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,4,L,3,3,3,5,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,4,R,3,2,5,5,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,5,L,3,2,4,5,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,5,R,3,2,5,5,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,6,L,3,3,4,5,0,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,6,R,3,2,5,1,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,7,L,3,2,4,5,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,7,R,3,2,5,1,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,8,L,3,2,5,5,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,8,R,3,2,5,5,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,9,L,3,2,4,5,1,1,0,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,9,R,3,2,5,5,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,10,L,3,2,5,5,1,0,1,0,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,10,R,3,2,5,5,1,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,11,L,3,2,3,8,1,0,0,1,0,,12/3/2018
2008,BUFFRMFISHBT28,BUFFRMFish2008Jun18,main,11,R,3,2,4,8,1,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,1,L,2,2,3,2,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,1,R,2,2,5,5,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,2,L,3,2,3,2,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,2,R,2,2,2,8,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,3,L,3,2,3,2,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,3,R,2,1,2,2,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,4,L,1,2,2,2,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,4,R,1,3,1,8,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,5,L,1,2,1,2,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,5,R,3,1,3,8,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,6,L,1,3,1,2,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,6,R,2,1,3,8,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,7,L,1,2,2,2,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,7,R,3,2,3,2,1,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,8,L,1,2,2,8,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,8,R,3,3,5,2,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,9,L,2,2,3,8,0,1,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,9,R,3,2,4,2,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,10,L,2,1,2,8,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,10,R,3,2,4,2,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,11,L,2,2,3,8,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,main,11,R,2,2,3,2,1,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,1,L,2,2,3,10,0,1,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,1,R,2,1,2,2,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,2,L,2,2,2,2,0,1,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,2,R,1,4,1,2,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,3,L,2,2,3,2,1,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,3,R,1,4,1,2,0,0,0,1,0,island 10.8 m wide,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,4,L,2,2,2,2,0,1,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,4,R,1,4,2,2,0,0,0,1,0,island 18.8 m wide,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,5,L,2,2,3,10,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM01,BUFFRMFish2009May27,side channel,5,R,1,4,1,2,0,0,0,1,0,island 12.3 m wide,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,1,L,2,2,4,8,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,1,R,3,2,3,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,2,L,2,2,2,8,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,2,R,2,2,3,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,3,L,3,2,3,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,3,R,1,2,2,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,4,L,2,2,3,8,0,1,1,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,4,R,1,3,2,1,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,5,L,1,1,2,8,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,5,R,3,2,3,1,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,6,L,1,2,2,10,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,6,R,3,2,5,8,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,7,L,2,2,3,10,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,7,R,2,2,3,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,8,L,3,4,4,1,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,8,R,3,2,4,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,9,L,3,4,5,1,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,9,R,3,2,4,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,10,L,3,4,5,1,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,10,R,2,2,4,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,11,L,3,2,5,2,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM02,BUFFRMFish2009May28,main,11,R,3,2,5,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,1,L,1,3,2,10,1,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,1,R,3,2,4,10,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,2,L,2,2,4,8,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,2,R,2,2,3,8,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,3,L,2,2,4,8,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,3,R,2,2,3,8,0,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,4,L,2,2,3,8,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,4,R,2,2,3,10,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,5,L,3,4,5,1,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,5,R,2,2,3,10,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,6,L,3,3,5,1,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,6,R,1,2,2,10,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,7,L,3,4,5,2,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,7,R,1,2,3,10,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,8,L,3,4,5,1,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,8,R,1,2,2,10,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,9,L,3,4,5,2,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,9,R,1,2,2,2,1,1,1,1,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,10,L,2,2,3,5,0,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,10,R,1,2,2,10,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,11,L,3,4,5,1,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM03,BUFFRMFish2009Jun03,main,11,R,2,2,3,10,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,1,L,1,2,2,5,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,1,R,2,2,3,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,2,L,1,2,2,5,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,2,R,2,2,4,5,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,3,L,1,2,3,5,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,3,R,2,2,4,8,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,4,L,2,2,3,10,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,4,R,2,2,3,8,0,1,0,1,0,cane(?),12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,5,L,3,2,3,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,5,R,2,2,3,5,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,6,L,3,2,4,5,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,6,R,3,2,5,5,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,7,L,2,2,3,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,7,R,2,2,4,5,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,8,L,2,2,4,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,8,R,3,2,5,5,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,9,L,3,2,5,1,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,9,R,2,2,4,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,10,L,3,2,5,5,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,10,R,2,2,4,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,11,L,3,2,4,5,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM04,BUFFRMFish2009Jun08,main,11,R,2,2,3,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,1,L,1,2,3,8,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,1,R,2,2,3,5,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,2,L,1,2,2,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,2,R,2,2,4,5,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,3,L,1,2,3,10,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,3,R,3,2,5,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,4,L,1,2,2,10,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,4,R,2,2,5,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,5,L,1,2,2,10,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,5,R,3,2,5,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,6,L,1,2,2,10,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,6,R,3,2,5,8,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,7,L,2,2,3,10,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,7,R,3,2,5,1,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,8,L,1,2,2,10,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,8,R,3,2,5,1,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,9,L,1,3,3,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,9,R,3,3,5,1,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,10,L,1,3,3,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,10,R,3,2,5,1,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,11,L,1,3,3,10,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM05,BUFFRMFish2009Jun09,main,11,R,3,2,5,1,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,1,L,1,4,2,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,1,R,1,3,2,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,2,L,1,3,3,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,2,R,2,3,3,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,3,L,2,2,3,10,0,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,3,R,3,4,4,5,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,4,L,1,1,4,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,4,R,3,2,4,10,0,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,5,L,1,4,1,8,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,5,R,2,3,4,8,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,6,L,1,4,2,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,6,R,2,2,3,8,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,7,L,2,3,4,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,7,R,2,2,4,2,0,1,1,0,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,8,L,1,4,3,10,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,8,R,3,4,5,8,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,9,L,1,3,2,8,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,9,R,2,3,4,2,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,10,L,3,2,2,8,1,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,10,R,2,2,3,8,1,0,0,0,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,11,L,3,2,4,8,0,0,1,0,0,,12/3/2018
2009,BUFFRMFISHBM06,BUFFRMFish2009Jun10,main,11,R,2,3,3,8,0,0,0,1,0,bluff,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,1,L,3,2,3,5,1,0,0,0,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,1,R,1,2,2,2,1,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,2,L,2,2,3,2,1,0,0,0,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,2,R,1,2,2,2,1,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,3,L,2,2,3,5,1,0,0,0,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,3,R,2,2,2,2,1,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,4,L,2,2,3,2,0,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,4,R,2,2,2,2,0,0,1,1,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,5,L,2,2,2,2,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,5,R,1,2,2,2,0,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,6,L,2,2,2,2,0,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,6,R,1,2,2,2,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,7,L,2,2,3,2,0,1,0,1,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,7,R,1,2,2,2,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,8,L,2,2,4,2,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,8,R,1,2,2,2,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,9,L,2,2,4,2,1,0,0,1,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,9,R,1,2,2,2,1,1,0,0,0,,12/3/2018
2009,BUFFRMFISHBT01,BUFFRMFish2009May19,main,10,L,3,2,5,2,1,0,0,1,0,,12/3/2018
