Season,LocationID,EventID,ChannelType,TransectNumber,SampleLocation,ChannelUnit,PoolForm,Width_m,Depth_cm,Velocity_ms,DomSubstrate,DomSubstrateMidpoint,Embeddedness,EmbeddednessMidpoint,CanopyCover,CanopyCoverMidpoint,Comment,DETimeStamp
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,2,M,RI,N/A,7.3,20,0.189999998,16,77,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,2,R,RI,N/A,7.3,32,0.330000013,18,154,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,3,L,RI,N/A,11.5,9,0.079999998,15,54.5,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,3,M,RI,N/A,11.5,14,0.379999995,16,77,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,3,R,RI,N/A,11.5,16,0.810000002,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,4,L,RU,N/A,13.2,12,0.129999995,16,77,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,4,M,RU,N/A,13.2,10,0.02,14,38.5,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,4,R,RU,N/A,13.2,32,0.180000007,16,77,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,5,L,RU,N/A,17.3,12,-0.02,15,54.5,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,5,M,RU,N/A,17.3,20,0.039999999,13,27.3,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,5,R,RU,N/A,17.3,36,0.129999995,16,77,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,6,L,PO,M,14.7,34,0.029999999,16,77,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,6,M,PO,M,14.7,52,0.029999999,9,6.85,3,57.5,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,6,R,PO,M,14.7,51,0.02,24,10000,0,0,2,25,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,7,L,PO,M,14.4,61,0.02,13,27.3,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,7,M,PO,M,14.4,70,0.02,10,9.65,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,7,R,PO,M,14.4,64,0,15,54.5,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,8,L,PO,M,13,99,0.01,15,54.5,3,57.5,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,8,M,PO,M,13,98,0.01,16,77,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,8,R,PO,M,13,85,0.029999999,11,13.65,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,9,L,PO,M,14,120,0.01,24,10000,0,0,2,25,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,9,M,PO,M,14,98,0.02,10,9.65,3,57.5,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,9,R,PO,M,14,82,0.02,9,6.85,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,10,L,PO,M,14,92,0.039999999,24,10000,0,0,3,57.5,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,10,M,PO,M,14,99,0.01,24,10000,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,10,R,PO,M,14,84,-0.01,24,10000,0,0,2,25,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,11,L,RI,N/A,11.7,22,0.239999995,12,19.3,2,25,1,5,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,11,M,RI,N/A,11.7,26,0.280000001,14,38.5,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT05,BUFFRMFish2007May21,main,11,R,RI,N/A,11.7,14,0.050000001,14,38.5,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,1,L,RI,N/A,6.4,8,0.419999987,11,13.65,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,1,M,RI,N/A,6.4,17,0.50999999,13,27.3,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,1,R,RI,N/A,6.4,8,0.170000002,11,13.65,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,2,L,RU,N/A,4.4,12,0.059999999,12,19.3,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,2,M,RU,N/A,4.4,26,0.519999981,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,2,R,RU,N/A,4.4,22,0.180000007,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,3,L,RRX,N/A,6.4,6,0.389999986,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,3,M,RRX,N/A,6.4,14,0.209999993,10,9.65,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,3,R,RRX,N/A,6.4,34,0.460000008,11,13.65,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,4,L,GL,N/A,16.1,28,0.100000001,12,19.3,3,57.5,1,5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,4,M,GL,N/A,16.1,22,0.100000001,10,9.65,3,57.5,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,4,R,GL,N/A,16.1,6,0.01,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,5,L,PO,M,12.1,64,0.029999999,8,4.85,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,5,M,PO,M,12.1,52,0.059999999,10,9.65,3,57.5,1,5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,5,R,PO,M,12.1,26,0.01,10,9.65,3,57.5,1,5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,6,L,PO,M,13.2,50,0.090000004,10,9.65,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,6,M,PO,M,13.2,50,0.07,10,9.65,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,6,R,PO,M,13.2,52,0.039999999,8,4.85,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,7,L,PO,L,9.9,48,0.059999999,12,19.3,2,25,1,5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,7,M,PO,L,9.9,34,0.090000004,11,13.65,3,57.5,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,7,R,PO,L,9.9,30,0.059999999,10,9.65,3,57.5,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,8,L,PO,M,10.1,36,0.059999999,10,9.65,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,8,M,PO,M,10.1,31,0.050000001,10,9.65,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,8,R,PO,M,10.1,42,0.050000001,8,4.85,4,87.5,2,25,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,9,L,PO,L,10.5,64,0.140000001,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,9,M,PO,L,10.5,48,0.039999999,12,19.3,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,9,R,PO,L,10.5,24,0.029999999,12,19.3,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,10,L,GL,N/A,9,36,0.230000004,11,13.65,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,10,M,GL,N/A,9,12,0.029999999,11,13.65,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,10,R,GL,N/A,9,29,0.059999999,12,19.3,3,57.5,0,0,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,11,L,RU,N/A,6.9,36,0.140000001,11,13.65,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,11,M,RU,N/A,6.9,74,0.029999999,12,19.3,3,57.5,1,5,,12/3/2018
2007,BUFFRMFISHBT07,BUFFRMFish2007May25,main,11,R,RU,N/A,6.9,50,0,12,19.3,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,1,L,RI,N/A,1.7,6,0.079999998,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,1,M,RI,N/A,1.7,5,0.109999999,11,13.65,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,1,R,RI,N/A,1.7,4,0.039999999,9,6.85,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,2,L,GL,N/A,1.9,6,0.02,10,9.65,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,2,M,GL,N/A,1.9,6,0.029999999,10,9.65,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,2,R,GL,N/A,1.9,5,0,10,9.65,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,3,L,GL,N/A,4.3,5,0,9,6.85,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,3,M,GL,N/A,4.3,8,0.02,8,4.85,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,3,R,GL,N/A,4.3,10,0,9,6.85,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,4,L,PO,F,3.7,16,0.02,8,4.85,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,4,M,PO,F,3.7,18,0.01,11,13.65,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,4,R,PO,F,3.7,24,0,10,9.65,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,5,L,PO,F,2.9,20,0,9,6.85,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,5,M,PO,F,2.9,36,0.02,10,9.65,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,5,R,PO,F,2.9,44,0,24,10000,0,0,4,87.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,6,L,GL,N/A,5.2,6,0.029999999,14,38.5,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,6,M,GL,N/A,5.2,6,0.090000004,10,9.65,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,6,R,GL,N/A,5.2,6,0.039999999,11,13.65,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,7,L,PO,M,3.2,50,0.01,24,10000,0,0,2,25,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,7,M,PO,M,3.2,44,0,11,13.65,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,7,R,PO,M,3.2,18,0,13,27.3,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,8,L,PGX,N/A,3.2,12,0.01,13,27.3,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,8,M,PGX,N/A,3.2,18,0.01,13,27.3,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,8,R,PGX,N/A,3.2,14,0.01,13,27.3,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,9,L,GL,N/A,1.2,4,0.07,14,38.5,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,9,M,GL,N/A,1.2,7,0.109999999,14,38.5,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,9,R,GL,N/A,1.2,5,0.029999999,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,10,L,GL,N/A,3,5,0.01,8,4.85,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,10,M,GL,N/A,3,14,0.029999999,11,13.65,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,10,R,GL,N/A,3,13,0.02,8,4.85,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,11,L,GL,N/A,4.4,10,0.01,13,27.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,11,M,GL,N/A,4.4,4,0,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT12,BUFFRMFish2007May29,main,11,R,GL,N/A,4.4,18,0,10,9.65,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,1,L,GL,N/A,2.5,10,0.029999999,14,38.5,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,1,M,GL,N/A,2.5,10,0.050000001,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,1,R,GL,N/A,2.5,6,0.02,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,2,L,RU,N/A,2.3,6,0,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,2,M,RU,N/A,2.3,12,0.100000001,15,54.5,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,2,R,RU,N/A,2.3,5,0.07,13,27.3,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,3,L,GL,N/A,2.1,6,0.119999997,12,19.3,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,3,M,GL,N/A,2.1,6,0.07,14,38.5,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,3,R,GL,N/A,2.1,8,0.109999999,14,38.5,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,4,L,RI,N/A,1.3,4,0.330000013,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,4,M,RI,N/A,1.3,6,0.340000004,14,38.5,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,4,R,RI,N/A,1.3,6,0.07,13,27.3,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,5,L,RU,N/A,2,10,0.090000004,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,5,M,RU,N/A,2,14,0.200000003,11,13.65,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,5,R,RU,N/A,2,18,0.029999999,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,6,L,RRX,N/A,9.8,8,0.02,12,19.3,2,25,1,5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,6,M,RRX,N/A,9.8,10,0.050000001,12,19.3,3,57.5,1,5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,6,R,RRX,N/A,9.8,12,0.330000013,24,10000,0,0,2,25,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,7,L,PO,F,6.7,31,0.050000001,12,19.3,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,7,M,PO,F,6.7,50,0,14,38.5,2,25,0,0,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,7,R,PO,F,6.7,50,-0.01,24,10000,0,0,3,57.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,8,L,PO,F,4.4,32,0.039999999,13,27.3,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,8,M,PO,F,4.4,46,0.029999999,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,8,R,PO,F,4.4,34,-0.01,18,154,0,0,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,9,L,RU,F,4,8,0.02,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,9,M,RU,F,4,16,0.150000006,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,9,R,RU,F,4,33,0,16,77,0,0,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,10,L,RRX,N/A,9,3,0.059999999,12,19.3,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,10,M,RRX,N/A,9,16,0,13,27.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,10,R,RRX,N/A,9,32,0.140000001,14,38.5,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,11,L,GL,N/A,8,6,0.07,13,27.3,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,11,M,GL,N/A,8,4,0.109999999,12,19.3,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT21,BUFFRMFish2007Jun01,main,11,R,GL,N/A,8,6,0.109999999,13,27.3,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,1,L,RI,N/A,1.4,4,0.100000001,11,13.65,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,1,M,RI,N/A,1.4,4,0.239999995,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,1,R,RI,N/A,1.4,2,0.050000001,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,2,L,RRX,N/A,7.1,2,0.050000001,11,13.65,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,2,M,RRX,N/A,7.1,1,0,12,19.3,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,2,R,RRX,N/A,7.1,4,0,12,19.3,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,3,L,RU,N/A,4.4,18,0,2,0.0935,4,87.5,2,25,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,3,M,RU,N/A,4.4,4,-0.029999999,11,13.65,3,57.5,2,25,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,3,R,RU,N/A,4.4,11,0.02,13,27.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,4,L,PO,L,5.1,4,-0.039999999,11,13.65,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,4,M,PO,L,5.1,10,0.01,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,4,R,PO,L,5.1,27,0.039999999,12,19.3,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,5,L,RU,N/A,4.8,10,0.059999999,14,38.5,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,5,M,RU,N/A,4.8,4,-0.01,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,5,R,RU,N/A,4.8,13,0.01,24,10000,0,0,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,6,L,PO,F,5,63,0,12,19.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,6,M,PO,F,5,67,0,11,13.65,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,6,R,PO,F,5,68,-0.01,10,9.65,3,57.5,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,7,L,RRX,N/A,3.1,4,0.119999997,11,13.65,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,7,M,RRX,N/A,3.1,4,0.050000001,12,19.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,7,R,RRX,N/A,3.1,4,0.01,12,19.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,8,L,RI,N/A,4.7,13,0.050000001,13,27.3,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,8,M,RI,N/A,4.7,1,0.029999999,11,13.65,2,25,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,8,R,RI,N/A,4.7,2,0.029999999,12,19.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,9,L,PO,L,5.1,3,0,13,27.3,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,9,M,PO,L,5.1,5,-0.029999999,11,13.65,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,9,R,PO,L,5.1,13,0.02,11,13.65,2,25,3,57.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,10,L,RI,N/A,2.8,1,0,12,19.3,2,25,2,25,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,10,M,RI,N/A,2.8,2,0.029999999,3,0.1875,4,87.5,1,5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,10,R,RI,N/A,2.8,8,0.289999992,12,19.3,2,25,1,5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,11,L,PO,L,2.5,3,-0.039999999,15,54.5,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,11,M,PO,L,2.5,2,-0.059999999,11,13.65,4,87.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT25,BUFFRMFish2007Jun06,main,11,R,PO,L,2.5,2,-0.039999999,10,9.65,3,57.5,4,87.5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,1,L,RU,N/A,4.9,14,0,24,10000,0,0,3,57.5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,1,M,RU,N/A,4.9,22,-0.02,24,10000,0,0,3,57.5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,1,R,RU,N/A,4.9,4,0.310000002,24,10000,0,0,4,87.5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,2,L,RU,N/A,4.3,3,0,24,10000,0,0,2,25,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,2,M,RU,N/A,4.3,20,0.159999996,24,10000,0,0,1,5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,2,R,RU,N/A,4.3,6,0.029999999,24,10000,0,0,3,57.5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,3,L,RI,N/A,5.9,7,0.270000011,24,10000,0,0,2,25,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,3,M,RI,N/A,5.9,7,0.090000004,24,10000,0,0,3,57.5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,3,R,RI,N/A,5.9,6,0.349999994,24,10000,0,0,4,87.5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,4,L,RI,N/A,7.2,4,0.170000002,24,10000,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,4,M,RI,N/A,7.2,2,0.140000001,24,10000,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,4,R,RI,N/A,7.2,4,0.029999999,24,10000,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,5,L,PO,M,6.3,24,0,24,10000,0,0,1,5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,5,M,PO,M,6.3,24,0.02,24,10000,0,0,1,5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,5,R,PO,M,6.3,24,0,24,10000,0,0,2,25,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,6,L,PO,M,4.6,16,0.01,1,0.031,4,87.5,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,6,M,PO,M,4.6,22,0.029999999,24,10000,0,0,0,0,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,6,R,PO,M,4.6,18,0.01,24,10000,0,0,1,5,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,7,L,PO,L,4.2,8,0,1,0.031,4,87.5,2,25,,12/3/2018
2007,BUFFRMFISHBT33,BUFFRMFish2007Jun05,main,7,M,PO,L,4.2,20,0.02,24,10000,0,0,2,25,,12/3/2018
