Season,LocationID,EventID,SamplingGear,ChannelType,CommonName,ScientificName,FederalProtectionStatusCode,IMD_LevelOfProtection,TaxonCode,TaxaFishNumber,TotalLength_mm,Weight_g,AnomalyID,Vouchered,NumObs,BatchID,BatchWT_g,Comments,FlaggedData_YN,OpsReviewFlaggedData_Comment,DETimeStamp
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,12.00,64.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,13.00,62.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,14.00,73.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,15.00,68.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,16.00,68.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,17.00,57.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,18.00,52.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,19.00,51.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,20.00,52.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,21.00,49.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,22.00,45.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,23.00,66.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,24.00,54.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,25.00,47.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,26.00,55.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,27.00,46.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,28.00,47.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,29.00,69.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,30.00,53.00,,N,0.00,1.00,1.00,56.00,,FALSE,,10/21/2015 12:00
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,31.00,,,N,0.00,46.00,0.00,,,FALSE,,10/21/2015 12:01
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Wedgespot shiner,Notropis greenei,NFP,NP,cypgre,32.00,,,N,-1.00,9.00,0.00,,,FALSE,,10/21/2015 12:02
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Whitetail shiner,Cyprinella galactura,NFP,NP,cypgal,1.00,41.00,,N,0.00,1.00,0.00,,no weight,FALSE,,10/21/2015 11:41
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,1.00,59.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:43
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,2.00,50.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,3.00,56.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,4.00,47.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,5.00,49.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,6.00,45.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,7.00,57.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,8.00,54.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,9.00,52.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,10.00,52.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,11.00,53.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,12.00,58.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,13.00,49.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,14.00,40.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,15.00,50.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,16.00,51.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,17.00,59.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,18.00,54.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,19.00,,,N,0.00,2.00,0.00,,,FALSE,,10/21/2015 11:44
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,20.00,49.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:57
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,21.00,56.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:57
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,22.00,47.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:57
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,23.00,35.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:58
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,24.00,62.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:58
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,25.00,42.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:58
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,26.00,45.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:58
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,27.00,42.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:58
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,28.00,47.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:58
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,29.00,36.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:58
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,30.00,32.00,,N,0.00,1.00,1.00,,,FALSE,,11/19/2015 9:58
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Backpack,main,Yoke darter,Etheostoma juliae,NFP,NP,ethjul,31.00,34.00,,N,0.00,1.00,1.00,38.00,,FALSE,,11/19/2015 9:59
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Arkansas saddled darter,Etheostoma euzonum,NFP,NP,etheux,1.00,70.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:15
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Arkansas saddled darter,Etheostoma euzonum,NFP,NP,etheux,2.00,65.00,,N,0.00,1.00,1.00,7.00,,FALSE,,10/21/2015 12:15
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Banded darter,Etheostoma zonale,NFP,NP,ethzon,1.00,47.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:17
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Banded darter,Etheostoma zonale,NFP,NP,ethzon,2.00,47.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:17
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Banded darter,Etheostoma zonale,NFP,NP,ethzon,3.00,45.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:17
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Banded darter,Etheostoma zonale,NFP,NP,ethzon,4.00,42.00,,N,0.00,1.00,1.00,2.00,,FALSE,,10/21/2015 12:17
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,1.00,72.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,2.00,67.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,3.00,68.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,4.00,65.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,5.00,67.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,6.00,68.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,7.00,64.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,8.00,82.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,9.00,65.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,10.00,65.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,11.00,67.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,12.00,70.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,13.00,57.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,14.00,68.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,15.00,80.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,16.00,64.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,17.00,71.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,18.00,66.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,19.00,65.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,20.00,65.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:19
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,21.00,68.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:20
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye chub,Hybopsis amblops,NFP,NP,hypamb,22.00,65.00,,N,0.00,1.00,1.00,54.00,,FALSE,,10/21/2015 12:20
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,1.00,76.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,2.00,75.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,3.00,68.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,4.00,80.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,5.00,70.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,6.00,63.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,7.00,76.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,8.00,71.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,9.00,64.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,10.00,66.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,11.00,67.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,12.00,75.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,13.00,77.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,14.00,70.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,15.00,74.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,16.00,70.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,17.00,71.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,18.00,75.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,19.00,42.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:24
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,20.00,70.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:25
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,21.00,74.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:25
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,22.00,74.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:25
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,23.00,69.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:25
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,24.00,77.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:25
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,25.00,65.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:25
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,26.00,70.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:25
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,27.00,72.00,,N,0.00,1.00,1.00,,,FALSE,,10/21/2015 12:25
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,28.00,74.00,,N,0.00,1.00,1.00,88.00,,FALSE,,10/21/2015 12:25
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Bigeye shiner,Notropis boops,NFP,NP,notboo,29.00,,,N,-1.00,4.00,0.00,,,FALSE,,10/21/2015 12:26
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,1.00,329.00,316.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,2.00,321.00,279.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,3.00,321.00,272.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,4.00,99.00,9.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,5.00,97.00,9.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,6.00,105.00,13.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,7.00,90.00,9.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,8.00,94.00,8.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,9.00,120.00,15.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,10.00,119.00,17.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,11.00,101.00,10.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,12.00,120.00,18.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,13.00,114.00,16.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
2015.00,BUFFRMFISHBM03,BUFFrmfish2015Jun30,Boat,main,Black redhorse,Moxostoma duquesnei,NFP,NP,moxduq,14.00,112.00,15.00,N,0.00,1.00,0.00,,,FALSE,,10/21/2015 12:13
